tweet_id,timestamp,rating_numerator,rating_denominator,name,stage,retweet_count,favorite_count,jpg_url,img_num,predictions,odds
877736472329191424,2017-06-22 03:54:17+00:00,13,10,Aja,,17044.0,73491.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,Chesapeake_Bay_retriever,0.8379559999999999
877556246731214848,2017-06-21 15:58:08+00:00,12,10,Penny,,3423.0,21080.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,basset,0.995368
877316821321428993,2017-06-21 00:06:44+00:00,13,10,Dante,,4683.0,25465.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,Saluki,0.5099670000000001
877201837425926144,2017-06-20 16:29:50+00:00,12,10,Nelly,,5019.0,25178.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,Pembroke,0.93112
876838120628539392,2017-06-19 16:24:33+00:00,12,10,Ginger,pupper,3009.0,19237.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,bloodhound,0.575751
876537666061221889,2017-06-18 20:30:39+00:00,14,10,None,,4228.0,22022.0,,,,
876484053909872640,2017-06-18 16:57:37+00:00,13,10,Benedict,,2133.0,17473.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,golden_retriever,0.874566
876120275196170240,2017-06-17 16:52:05+00:00,13,10,Venti,,4211.0,26027.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,Bernese_mountain_dog,0.534327
875747767867523072,2017-06-16 16:11:53+00:00,13,10,Goose,,3854.0,23368.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,Labrador_retriever,0.799551
875144289856114688,2017-06-15 00:13:52+00:00,13,10,Nugget,,4428.0,20424.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,Siberian_husky,0.245048
875097192612077568,2017-06-14 21:06:43+00:00,13,10,None,,5489.0,25539.0,,,,
875021211251597312,2017-06-14 16:04:48+00:00,12,10,None,,4258.0,23742.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,West_Highland_white_terrier,0.7143189999999999
874680097055178752,2017-06-13 17:29:20+00:00,12,10,Cash,,4186.0,25890.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,Labrador_retriever,0.836052
874296783580663808,2017-06-12 16:06:11+00:00,13,10,Jed,pupper,3723.0,24266.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,cocker_spaniel,0.437216
874057562936811520,2017-06-12 00:15:36+00:00,12,10,None,,3605.0,21170.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1.0,flat-coated_retriever,0.8321770000000001
874012996292530176,2017-06-11 21:18:31+00:00,13,10,Sebastian,puppo,9243.0,31884.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,Cardigan,0.806674
873580283840344065,2017-06-10 16:39:04+00:00,13,10,None,,3564.0,22580.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1.0,Newfoundland,0.678537
873213775632977920,2017-06-09 16:22:42+00:00,12,10,Sierra,pupper,1432.0,6672.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,vizsla,0.6197819999999999
872967104147763200,2017-06-09 00:02:31+00:00,12,10,None,doggo,4907.0,25411.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2.0,Labrador_retriever,0.476913
872820683541237760,2017-06-08 14:20:41+00:00,13,10,None,,3369.0,13741.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3.0,pug,0.99912
872620804844003328,2017-06-08 01:06:27+00:00,13,10,Monkey,,3301.0,19337.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1.0,cocker_spaniel,0.513191
872486979161796608,2017-06-07 16:14:40+00:00,12,10,None,,8212.0,38048.0,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1.0,Pembroke,0.931861
872261713294495745,2017-06-07 01:19:32+00:00,13,10,Harry,,,,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2.0,Labrador_retriever,0.972019
872122724285648897,2017-06-06 16:07:15+00:00,12,10,Kody,,7346.0,32002.0,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1.0,pug,0.06673630000000001
871879754684805121,2017-06-06 00:01:46+00:00,13,10,Lassie,,9941.0,35089.0,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1.0,Shetland_sheepdog,0.969171
871762521631449091,2017-06-05 16:15:56+00:00,12,10,Rover,pupper,3164.0,18882.0,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2.0,Labrador_retriever,0.921393
871515927908634625,2017-06-04 23:56:03+00:00,12,10,Napolean,doggo,3157.0,18865.0,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2.0,komondor,0.974781
871102520638267392,2017-06-03 20:33:19+00:00,14,10,None,doggo,5011.0,19565.0,,,,
871032628920680449,2017-06-03 15:55:36+00:00,13,10,Boomer,,3469.0,21281.0,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1.0,kelpie,0.3980530000000001
870804317367881728,2017-06-03 00:48:22+00:00,11,10,None,,5636.0,31499.0,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1.0,,0.0
870726314365509632,2017-06-02 19:38:25+00:00,10,10,None,,3.0,114.0,,,,
870656317836468226,2017-06-02 15:00:16+00:00,13,10,Cody,,2392.0,11539.0,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4.0,Pembroke,0.945495
870374049280663552,2017-06-01 20:18:38+00:00,13,10,Zoey,,24208.0,77793.0,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1.0,golden_retriever,0.841001
870308999962521604,2017-06-01 16:00:09+00:00,13,10,Rumble,,3780.0,20530.0,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2.0,Greater_Swiss_Mountain_dog,0.6227520000000001
870063196459192321,2017-05-31 23:43:25+00:00,14,10,Clifford,,7579.0,34197.0,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1.0,,0.0
869772420881756160,2017-05-31 04:27:59+00:00,13,10,Dewey,,9270.0,39938.0,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1.0,Pembroke,0.980148
869702957897576449,2017-05-30 23:51:58+00:00,13,10,Stanley,,5759.0,26468.0,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1.0,Pembroke,0.993449
869596645499047938,2017-05-30 16:49:31+00:00,12,10,Scout,doggo,2851.0,14974.0,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1.0,Chihuahua,0.955156
869227993411051520,2017-05-29 16:24:37+00:00,13,10,Gizmo,,3445.0,19153.0,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1.0,Pembroke,0.664181
868880397819494401,2017-05-28 17:23:24+00:00,14,10,Walter,,13186.0,61345.0,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1.0,French_bulldog,0.0999839
868622495443632128,2017-05-28 00:18:35+00:00,13,10,None,,4843.0,25031.0,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1.0,Labrador_retriever,0.868107
868552278524837888,2017-05-27 19:39:34+00:00,12,10,Cooper,,1895.0,9459.0,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1.0,whippet,0.378151
867900495410671616,2017-05-26 00:29:37+00:00,12,10,None,,3834.0,22768.0,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1.0,Labrador_retriever,0.522644
867774946302451713,2017-05-25 16:10:44+00:00,13,10,Harold,,6732.0,31922.0,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2.0,Border_collie,0.661953
867421006826221569,2017-05-24 16:44:18+00:00,12,10,Shikha,puppo,2288.0,15130.0,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1.0,Eskimo_dog,0.6164569999999999
867051520902168576,2017-05-23 16:16:06+00:00,13,10,None,,7257.0,30315.0,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1.0,Samoyed,0.471403
866720684873056260,2017-05-22 18:21:28+00:00,13,10,None,,4410.0,18836.0,,,,
866686824827068416,2017-05-22 16:06:55+00:00,12,10,Lili,,3198.0,18133.0,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1.0,flat-coated_retriever,0.51473
866450705531457537,2017-05-22 00:28:40+00:00,13,10,Jamesy,pupper,32441.0,115096.0,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2.0,French_bulldog,0.905334
866334964761202691,2017-05-21 16:48:45+00:00,12,10,Coco,,13125.0,49308.0,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1.0,Samoyed,0.984086
865718153858494464,2017-05-19 23:57:46+00:00,13,10,Boomer,,5188.0,24213.0,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1.0,golden_retriever,0.673664
865359393868664832,2017-05-19 00:12:11+00:00,13,10,Sammy,,4617.0,24941.0,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2.0,Chesapeake_Bay_retriever,0.832435
865006731092295680,2017-05-18 00:50:50+00:00,13,10,Nelly,,7114.0,26439.0,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1.0,Pembroke,0.989882
864873206498414592,2017-05-17 16:00:15+00:00,14,10,None,,8019.0,30451.0,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2.0,,0.0
864279568663928832,2017-05-16 00:41:21+00:00,12,10,Meatball,,2786.0,13772.0,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1.0,bull_mastiff,0.668613
864197398364647424,2017-05-15 19:14:50+00:00,13,10,Paisley,,8169.0,28279.0,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4.0,golden_retriever,0.945905
863907417377173506,2017-05-15 00:02:33+00:00,13,10,Albus,,3828.0,19454.0,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,1.0,,0.0
863553081350529029,2017-05-14 00:34:33+00:00,13,10,Neptune,,3876.0,14426.0,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1.0,Eskimo_dog,0.41333
863432100342583297,2017-05-13 16:33:49+00:00,12,10,Belle,,4855.0,22492.0,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1.0,Staffordshire_bullterrier,0.690517
863427515083354112,2017-05-13 16:15:35+00:00,12,10,None,,89.0,2086.0,,,,
863079547188785154,2017-05-12 17:12:53+00:00,14,10,None,,1029.0,8305.0,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,1.0,Lakeland_terrier,0.275242
